m0,g2,eta,ns,nlev,eigsh_ok,E0,M,Epi,W,WM,m_curv,m_curv_over_M,curv0,vg_max,vg_k5,vg_k5_cs,Ek5,Wfine,c_k5,rel_rms,band_ok,n_fail,frac_min,M2min,M2_k0,M2_kpi,M2_orient,gap_M2,gap_M2_k5,int_gap,twoM,MMp,margin,margin_k,n_Mstar,Mstar,Mstar_parity,Mstar_even,L_mean,L_mean_vac,L_rms,size_rms_raw,size_rms,size_mean,size_excess,vac_dom_weight,xi,xi_fit_ok,x_mean,gate_band,gate_margin,gate_size,gate_xi,gate_M2,feasible,rank,runtime,E1_0,E1_1,E1_2,E1_3,E1_4,E2_0,E2_1,E2_2,E2_3,E2_4
0.5,0.8,1.3,16,60,1,-13.3076,2.08016,2.52547,0.445312,0.926319,6.88392,3.30933,0.145266,0.192204,0.154307,0.154762,2.18569,0.635983,0.533943,0.323465,1,0,0.873635,2.52547,2.71614,2.52547,inverted,0.190671,0.514582,1.35533,4.16032,4.7963,1.95007,3.14159,1,3.87069,-1,nan,2.02198,1.03603,2.23394,1.11697,0.873394,0.492978,0.492978,0.321418,0.295433,1,nan,1,1,1,1,1,1,182,66.4052,2.080158,2.123507,2.237768,2.385313,2.525470,2.716141,2.711023,2.687723,2.629270,2.525470
0.2,1.1,1.3,16,60,1,-13.6456,1.81937,2.30897,0.489602,0.890768,6.09667,3.35098,0.164024,0.209746,0.171504,0.172032,1.93757,0.706058,0.530295,0.396214,1,0,0.889461,2.30897,2.52543,2.30897,inverted,0.216456,0.566736,1.52538,3.63875,4.3448,1.68153,3.14159,0,nan,nan,nan,2.19181,1.24137,2.40747,1.20373,0.902195,0.475221,0.475221,0.250167,0.324303,1,nan,1,1,1,1,1,1,183,32.6931,1.819373,1.868151,1.995253,2.156875,2.308974,2.525430,2.518178,2.489079,2.422511,2.308974
0.6,0.8,1.3,16,60,1,-13.9128,2.26609,2.67724,0.41115,0.931704,7.63534,3.36938,0.13097,0.178264,0.140581,0.141004,2.36174,0.6041,0.529449,0.284938,1,0,0.895131,2.67724,2.87019,2.67724,inverted,0.19295,0.489358,1.39508,4.53219,5.13629,2.14137,3.14159,2,4.06193,-1,4.07637,1.90672,0.920549,2.11014,1.05507,0.839835,0.493085,0.493085,0.368328,0.276178,1,nan,1,1,1,1,1,1,184,68.8931,2.266094,2.305262,2.409309,2.545473,2.677243,2.870194,2.863629,2.837378,2.777712,2.677243
0.3,1.1,1.3,16,60,1,-14.2128,2.00199,2.45159,0.449602,0.9001,6.84773,3.42046,0.146034,0.193694,0.154913,0.155394,2.108,0.669071,0.525264,0.345656,1,0,0.912232,2.45159,2.67106,2.45159,inverted,0.219469,0.538343,1.63543,4.00399,4.67306,1.86896,3.14159,1,3.98369,1,3.98369,2.05133,1.09773,2.2595,1.12975,0.865363,0.476796,0.476796,0.298063,0.300152,1,nan,1,1,1,1,1,1,185,23.3748,2.001993,2.045554,2.160279,2.308724,2.451595,2.671064,2.662200,2.629789,2.561717,2.451595
0.7,0.8,1.3,16,60,1,-14.5394,2.45311,2.83418,0.381075,0.934817,8.4049,3.42623,0.118978,0.165979,0.128799,0.129195,2.54037,0.573862,0.5253,0.252607,1,0,0.91205,2.83418,3.02697,2.83418,inverted,0.192788,0.465216,1.4269,4.90621,5.48007,2.3339,3.14159,2,4.25117,-1,4.26727,1.80751,0.821036,2.00203,1.00101,0.809814,0.49324,0.49324,0.413405,0.259846,1,nan,1,1,1,1,1,1,186,28.7627,2.453106,2.488750,2.584040,2.710159,2.834181,3.026968,3.019355,2.991097,2.931091,2.834181
0.4,1.1,1.3,16,60,1,-14.8065,2.18599,2.60054,0.414549,0.906202,7.62026,3.48595,0.131229,0.179629,0.140818,0.141263,2.28181,0.633653,0.520653,0.303782,1,0,0.929094,2.60054,2.81965,2.60054,inverted,0.219104,0.510738,1.7302,4.37199,5.00564,2.05838,3.14159,2,4.27985,1,4.27985,1.93069,0.974092,2.13065,1.06533,0.832302,0.478301,0.478301,0.345491,0.279999,1,nan,1,1,1,1,1,1,187,27.3068,2.185993,2.225231,2.329462,2.466298,2.600542,2.819646,2.809692,2.775201,2.706805,2.600542
0.5,1.1,1.3,16,60,1,-15.423,2.37126,2.75501,0.383752,0.909976,8.41173,3.54736,0.118882,0.167251,0.128765,0.129179,2.45847,0.600254,0.516441,0.26872,1,0,0.941842,2.75501,2.97152,2.75501,inverted,0.216502,0.484434,1.80972,4.74252,5.34278,2.24928,3.14159,2,4.53938,1,4.53938,1.82698,0.867515,2.01826,1.00913,0.802685,0.479735,0.479735,0.391479,0.262964,1,nan,1,1,1,1,1,1,188,26.5861,2.371262,2.406877,2.502145,2.628750,2.755014,2.971516,2.960843,2.925143,2.857223,2.755014
0.2,1.4,1.3,16,60,1,-15.7059,2.10238,2.52519,0.422812,0.888912,7.47818,3.55701,0.133722,0.183071,0.143283,0.143747,2.19993,0.658096,0.515535,0.323982,1,0,0.942974,2.52519,2.76048,2.52519,inverted,0.235284,0.529066,1.85813,4.20476,4.86286,1.97164,3.14159,0,nan,nan,nan,1.97055,1.03185,2.17046,1.08523,0.834877,0.469348,0.469348,0.322266,0.285463,1,nan,1,1,1,1,1,1,189,43.0636,2.102380,2.142348,2.248415,2.387716,2.525192,2.760476,2.748689,2.709610,2.635892,2.525192
0.6,1.1,1.3,16,60,1,-16.0593,2.55769,2.9143,0.356604,0.912085,9.21982,3.60474,0.108462,0.156309,0.118387,0.118776,2.63756,0.56905,0.5126,0.239091,1,0,0.951657,2.9143,3.12674,2.9143,inverted,0.212446,0.459678,1.8751,5.11539,5.68444,2.4413,3.14159,2,4.777,1,4.777,1.73765,0.775462,1.92,0.96,0.77618,0.481093,0.481093,0.435346,0.248399,1,nan,1,1,1,1,1,1,190,32.3007,2.557694,2.590238,2.677799,2.795371,2.914298,3.126745,3.115621,3.079332,3.012419,2.914298
0.3,1.4,1.3,16,60,1,-16.3116,2.28618,2.67703,0.390844,0.893541,8.28035,3.62191,0.120768,0.170369,0.130732,0.131163,2.37474,0.622408,0.511246,0.285863,1,0,0.954191,2.67703,2.90859,2.67703,inverted,0.231564,0.501184,1.99363,4.57237,5.19478,2.16115,3.14159,1,4.5556,1,4.5556,1.86081,0.917585,2.05231,1.02616,0.804935,0.471611,0.471611,0.369005,0.26747,1,nan,1,1,1,1,1,1,191,30.0296,2.286184,2.322356,2.419087,2.547806,2.677028,2.908592,2.896222,2.856266,2.783384,2.677028
0.7,1.1,1.3,16,60,1,-16.7125,2.74519,3.07777,0.332584,0.913008,10.0425,3.65821,0.0995771,0.146589,0.109392,0.109758,2.81875,0.54006,0.509102,0.213851,1,0,0.959334,3.07777,3.28525,3.07777,inverted,0.207476,0.436555,1.92814,5.49038,6.03044,2.63421,3.14159,2,5.00029,1,5.00029,1.6605,0.695753,1.83389,0.916943,0.752469,0.482373,0.482373,0.476666,0.23582,1,nan,1,1,1,1,1,1,192,40.8591,2.745190,2.775107,2.855993,2.965568,3.077775,3.285250,3.273872,3.237434,3.171875,3.077775
0.4,1.4,1.3,16,60,1,-16.9384,2.4713,2.83401,0.362713,0.896373,9.09971,3.68215,0.109894,0.15915,0.119963,0.120366,2.55222,0.58911,0.507365,0.253741,1,0,0.962593,2.83401,3.06041,2.83401,inverted,0.226397,0.474946,2.11675,4.9426,5.53171,2.35199,3.14159,1,4.88056,1,4.88056,1.76636,0.818916,1.94913,0.974563,0.778099,0.473723,0.473723,0.413941,0.252147,1,nan,1,1,1,1,1,1,193,36.0172,2.471300,2.504272,2.593001,2.712389,2.834013,3.060410,3.047723,3.007503,2.935988,2.834013
0.5,1.4,1.3,16,60,1,-17.5836,2.65762,2.99548,0.337869,0.897925,9.93392,3.73791,0.100665,0.149193,0.110659,0.111038,2.732,0.558232,0.503855,0.22645,1,0,0.969013,2.99548,3.21585,2.99548,inverted,0.220363,0.450462,2.22583,5.31523,5.87346,2.54389,3.14159,2,5.17888,1,5.17888,1.6849,0.733533,1.8588,0.929399,0.754067,0.475682,0.475682,0.456525,0.238961,1,nan,1,1,1,1,1,1,194,28.9652,2.657616,2.687862,2.769685,2.880824,2.995484,3.215847,3.203031,3.162970,3.093154,2.995484
0.6,1.4,1.3,16,60,1,-18.2446,2.84502,3.16086,0.315839,0.898571,10.781,3.78941,0.0927562,0.140312,0.102567,0.102924,2.91376,0.529694,0.50068,0.203094,1,0,0.974006,3.16086,3.37472,3.16086,inverted,0.213855,0.427728,2.3199,5.69005,6.21974,2.73663,3.14159,2,5.45535,1,5.45535,1.61444,0.659458,1.77952,0.889759,0.732549,0.477492,0.477492,0.496439,0.227508,1,nan,1,1,1,1,1,1,195,26.7321,2.845025,2.872927,2.948749,3.052572,3.160864,3.374719,3.361906,3.322295,3.254374,3.160864
0.7,1.4,1.3,16,60,1,-18.9195,3.03343,3.32965,0.296225,0.898578,11.6391,3.83694,0.0859175,0.132356,0.0954822,0.0958211,3.09726,0.503365,0.497806,0.182977,1,0,0.977949,3.32965,3.53679,3.32965,inverted,0.20714,0.406681,2.39903,6.06686,6.57022,2.93009,3.14159,2,5.71377,1,5.71377,1.55332,0.595004,1.70974,0.854869,0.713273,0.479156,0.479156,0.533541,0.217476,1,nan,1,1,1,1,1,1,196,53.1435,3.033428,3.059299,3.129869,3.227180,3.329653,3.536793,3.524078,3.485113,3.419189,3.329653
0.2,0.8,1.6,16,60,1,-12.9502,1.61417,2.42672,0.81255,1.3116,3.15003,1.95148,0.317457,0.346707,0.308182,0.309143,1.8344,0.908686,0.693491,0.366894,1,0,0.616319,2.42672,2.52286,2.42672,inverted,0.0961361,0.727176,1.16898,3.22835,4.13703,1.43881,-2.35619,0,nan,nan,nan,2.78083,1.75782,3.02471,1.51235,1.08824,0.511505,0.511505,0.130595,0.43868,1,nan,1,1,1,1,0,0,-1,24.4634,1.614174,1.707045,1.936365,2.204601,2.426724,2.522860,2.541568,2.571094,2.549797,2.426724
0.2,0.8,1.7,16,60,1,-13.3936,1.64098,2.53502,0.894039,1.4671,2.79841,1.70533,0.357346,0.381802,0.342573,0.343667,1.88724,0.959522,0.741766,0.325868,1,0,0.569383,2.53502,2.6005,2.53502,inverted,0.0654832,0.766779,1.17063,3.28196,4.24148,1.45032,-2.35619,0,nan,nan,nan,2.86592,1.82966,3.11276,1.55638,1.11542,0.518131,0.518131,0.119018,0.457129,1,nan,1,1,1,1,0,0,-1,22.836,1.640978,1.745210,2.000314,2.295199,2.535017,2.600500,2.625634,2.669763,2.660312,2.535017
0.2,0.8,1.8,16,60,1,-13.8418,1.66716,2.6442,0.977045,1.62889,2.50518,1.50266,0.399174,0.417675,0.377932,0.379172,1.94044,1.00717,0.790137,0.285957,1,0,0.524857,2.6442,2.67433,2.6442,inverted,0.0301286,0.803461,1.17274,3.33432,4.34149,1.4613,-2.35619,0,nan,nan,nan,2.94656,1.89684,3.1961,1.59805,1.14146,0.524859,0.524859,0.109085,0.475167,1,nan,1,1,1,1,0,0,-1,22.7419,1.667158,1.783244,2.064896,2.386841,2.644203,2.674332,2.706444,2.766449,2.770595,2.644203
0.2,0.8,1.9,16,60,1,-14.2943,1.69274,2.75414,1.0614,1.79667,2.25794,1.3339,0.442881,0.454248,0.414167,0.415566,1.99396,1.05187,0.838585,0.247192,0,1,0.483205,2.74461,2.74461,2.75414,normal,-0.00952587,0.837385,1.1753,3.38548,4.43735,1.47179,-2.35619,0,nan,nan,nan,3.02312,1.95982,3.27515,1.63758,1.16648,0.531648,0.531648,0.100503,0.492821,1,nan,0,1,1,1,0,0,-1,25.0167,1.692741,1.821151,2.130046,2.479404,2.754139,2.744613,2.784228,2.861192,2.880532,2.754139
0.2,0.8,2,16,60,1,-14.7506,1.71775,2.8647,1.14695,1.97018,2.04744,1.19193,0.488416,0.491454,0.451193,0.452764,2.04777,1.09386,0.887091,0.209648,0,2,0.444647,2.81161,2.81161,2.8647,normal,-0.0530925,0.868746,1.17832,3.4355,4.52936,1.48187,-2.35619,0,nan,nan,nan,3.09593,2.01899,3.35031,1.67515,1.19054,0.538468,0.538468,0.0930402,0.51011,1,nan,0,1,1,1,0,0,-1,24.459,1.717752,1.858937,2.195711,2.572781,2.864702,2.811610,2.859237,2.954070,2.990044,2.864702
0.2,0.8,2.1,16,60,1,-15.2103,1.74222,2.97579,1.23357,2.14915,1.86662,1.07141,0.535727,0.529234,0.488937,0.490694,2.10184,1.13337,0.935644,0.173492,0,2,0.409226,2.87558,2.87558,2.97579,normal,-0.100209,0.897748,1.18177,3.48443,4.6178,1.49157,-2.35619,0,nan,nan,nan,3.16531,2.07472,3.4219,1.71095,1.21373,0.545294,0.545294,0.0865102,0.527057,1,nan,0,1,1,1,0,0,-1,25.3436,1.742217,1.896609,2.261842,2.666881,2.975792,2.875583,2.931727,3.045185,3.099077,2.975792
0.2,0.8,2.2,16,60,1,-15.673,1.76616,3.08732,1.32116,2.33338,1.71008,0.968247,0.584767,0.567534,0.527331,0.529287,2.15617,1.17061,0.984232,0.139086,0,2,0.376863,2.93678,2.93678,3.08732,normal,-0.150544,0.924601,1.18564,3.53232,4.70294,1.50095,-2.35619,0,nan,nan,nan,3.23154,2.12732,3.49023,1.74511,1.23611,0.552108,0.552108,0.0807633,0.543679,1,nan,0,1,1,1,0,0,-1,31.0258,1.766162,1.934175,2.328400,2.761625,3.087320,2.936776,3.001947,3.134655,3.207595,3.087320
0.2,0.8,2.3,16,60,1,-16.1384,1.78961,3.19921,1.4096,2.52264,1.57358,0.879288,0.635492,0.606308,0.566314,0.568484,2.21072,1.2058,1.03285,0.107256,0,2,0.347402,2.99542,2.99542,3.19921,normal,-0.203799,0.949506,1.18993,3.57922,4.78503,1.51005,-2.35619,0,nan,nan,nan,3.29486,2.17707,3.55557,1.77779,1.25774,0.558895,0.558895,0.0756782,0.559994,1,nan,0,1,1,1,0,0,-1,42.5898,1.789612,1.971644,2.395348,2.856946,3.199215,2.995416,3.070128,3.222606,3.315583,3.199215
0.2,0.8,2.4,16,60,1,-16.6063,1.81259,3.31141,1.49882,2.71675,2.02397,1.11662,0.494079,0.830052,0.592389,0.60823,2.29543,2.78935,1.12075,0.0800368,0,3,0.3425,3.13648,4.60194,3.31141,inverted,1.29053,0.659111,1.19463,3.62518,6.41453,1.5189,-2.35619,0,nan,nan,nan,3.35551,2.22422,3.61817,1.80908,1.27867,0.565646,0.565646,0.0711559,0.576015,1,nan,0,1,1,1,1,0,-1,27.9083,1.812589,2.009023,2.462655,2.952783,3.311412,4.601941,3.136484,3.309160,3.423035,3.311412
0.2,0.8,2.5,16,60,1,-17.0764,1.83512,3.42386,1.58874,2.91553,1.85598,1.01137,0.538798,0.872883,0.631753,0.648478,2.35183,2.89495,1.17049,0.0624073,0,3,0.339261,3.20121,4.73006,3.42386,inverted,1.30621,0.665708,1.19971,3.67023,6.56518,1.52753,-2.35619,0,nan,nan,nan,3.41369,2.26898,3.67823,1.83912,1.29896,0.572352,0.572352,0.067115,0.591759,1,nan,0,1,1,1,1,0,-1,41.3957,1.835116,2.046322,2.530293,3.049086,3.423858,4.730063,3.201208,3.394439,3.529956,3.423858
0.2,0.8,2.6,16,60,1,-17.5486,1.85721,3.53651,1.67929,3.11881,0.932224,0.501948,1.0727,0.970492,0.704992,0.689182,2.33277,3.00024,1.1233,0.0618537,0,3,0.32124,3.47856,4.85746,3.53651,inverted,1.32095,1.88811,1.18092,3.71443,6.71467,1.53598,-2.35619,0,nan,nan,nan,3.46958,2.31156,3.73596,1.86798,1.31865,0.579009,0.579009,0.063488,0.607236,1,nan,0,1,1,1,1,0,-1,28.9085,1.857214,2.083547,2.598238,3.145808,3.536507,4.857458,5.141332,3.478556,3.636360,3.536507
0.3,0.8,1.8,16,60,1,-14.2848,1.84856,2.75947,0.910914,1.68388,2.82097,1.52604,0.354488,0.389732,0.345554,0.346596,2.095,0.989436,0.784498,0.250069,1,0,0.583668,2.75947,2.83799,2.75947,inverted,0.078522,0.795222,1.23029,3.69712,4.68655,1.65086,-2.35619,0,nan,nan,nan,2.76684,1.71977,3.01435,1.50717,1.09813,0.523535,0.523535,0.137612,0.434238,1,nan,1,1,1,1,0,0,-1,29.317,1.848558,1.952362,2.209421,2.510920,2.759472,2.837994,2.862573,2.905197,2.891884,2.759472
0.3,0.8,1.9,16,60,1,-14.7251,1.8741,2.86702,0.99292,1.86084,2.53616,1.35327,0.394296,0.42516,0.380135,0.381305,2.14663,1.03732,0.833012,0.216836,1,0,0.540928,2.86702,2.91143,2.86702,inverted,0.0444036,0.832614,1.22973,3.74821,4.78553,1.66082,-2.35619,0,nan,nan,nan,2.84514,1.78475,3.09558,1.54779,1.12387,0.530196,0.530196,0.126611,0.450778,1,nan,1,1,1,1,0,0,-1,54.1825,1.874103,1.989265,2.272237,2.600678,2.867024,2.911427,2.942716,3.000933,3.000877,2.867024
0.3,0.8,2,16,60,1,-15.17,1.89909,2.97542,1.07633,2.04405,2.29431,1.20811,0.435861,0.461299,0.415612,0.416921,2.19861,1.08241,0.8816,0.18443,1,0,0.500688,2.97542,2.9815,2.97542,inverted,0.00607545,0.867341,1.22978,3.79818,4.88059,1.67029,-2.35619,0,nan,nan,nan,2.91988,1.84605,3.17301,1.58651,1.14866,0.536916,0.536916,0.117007,0.467007,1,nan,1,1,1,1,0,0,-1,27.5293,1.899092,2.026061,2.335651,2.691422,2.975423,2.981499,3.019951,3.094851,3.109642,2.975423
0.3,0.8,2.1,16,60,1,-15.6189,1.92355,3.08455,1.161,2.23324,2.08709,1.08503,0.479135,0.498081,0.451908,0.453369,2.2509,1.1249,0.930245,0.153007,0,1,0.463201,3.04845,3.04845,3.08455,normal,-0.0361001,0.899559,1.23041,3.84709,4.97199,1.67932,-2.35619,0,nan,nan,nan,2.99131,1.90398,3.24694,1.62347,1.17257,0.543666,0.543666,0.108578,0.48294,1,nan,0,1,1,1,0,0,-1,25.5362,1.923545,2.062754,2.399612,2.783048,3.084548,3.048448,3.094491,3.187006,3.218087,3.084548
0.3,0.8,2.2,16,60,1,-16.0715,1.94749,3.19429,1.2468,2.42814,1.90813,0.97979,0.524074,0.535444,0.488951,0.490576,2.30348,1.16502,0.978935,0.122874,0,2,0.428548,3.11251,3.11251,3.19429,normal,-0.0817799,0.929443,1.2316,3.89497,5.06,1.68796,-2.35619,0,nan,nan,nan,3.05966,1.95881,3.31764,1.65882,1.19565,0.550421,0.550421,0.101143,0.498591,1,nan,0,1,1,1,0,0,-1,46.225,1.947486,2.099351,2.464074,2.875465,3.194291,3.112511,3.166560,3.277479,3.326145,3.194291
0.3,0.8,2.3,16,60,1,-16.5275,1.97094,3.30456,1.33362,2.62849,1.75243,0.889133,0.570637,0.573335,0.526679,0.528481,2.35633,1.20298,1.02766,0.0947136,0,2,0.396693,3.17392,3.17392,3.30456,normal,-0.130647,0.957177,1.23333,3.94188,5.14485,1.69626,-2.35619,0,nan,nan,nan,3.12514,2.01081,3.38536,1.69268,1.21797,0.557166,0.557166,0.0945527,0.513974,1,nan,0,1,1,1,0,0,-1,50.1807,1.970938,2.135858,2.528998,2.968596,3.304562,3.173915,3.236378,3.366367,3.433769,3.304562
0.3,0.8,2.4,16,60,1,-16.9864,1.99392,3.41528,1.42136,2.83408,1.61607,0.810497,0.618786,0.611708,0.565032,0.567024,2.40944,1.23895,1.07641,0.0702147,0,2,0.367518,3.23287,3.23287,3.41528,normal,-0.182415,0.982942,1.23557,3.98784,5.22679,1.70426,-2.35619,0,nan,nan,nan,3.18797,2.0602,3.45031,1.72515,1.23958,0.563885,0.563885,0.0886848,0.5291,1,nan,0,1,1,1,0,0,-1,33.9425,1.993921,2.172283,2.594350,3.062369,3.415283,3.232869,3.304158,3.453780,3.540931,3.415283
0.3,0.8,2.5,16,60,1,-17.4481,2.01646,3.52639,1.50993,3.04471,2.13879,1.06067,0.467553,0.852836,0.590018,0.606153,2.49384,2.88055,1.16768,0.0536887,0,3,0.372386,3.3701,4.897,3.52639,inverted,1.37062,0.681801,1.23831,4.03292,6.91346,1.71201,-2.35619,0,nan,nan,nan,3.24833,2.10719,3.5127,1.75635,1.26052,0.57057,0.57057,0.0834374,0.543981,1,nan,0,1,1,1,1,0,-1,36.4072,2.016458,2.208634,2.660098,3.156725,3.526386,4.897003,3.370097,3.539829,3.647615,3.526386
0.3,0.8,2.6,16,60,1,-17.9122,2.03857,3.63781,1.59925,3.26017,1.95957,0.961251,0.510315,0.895093,0.628882,0.645821,2.54872,2.98065,1.21736,0.0523384,0,3,0.355231,3.43438,5.01922,3.63781,inverted,1.38141,0.69047,1.24153,4.07713,7.05779,1.71952,-2.35619,0,nan,nan,nan,3.30639,2.15196,3.57272,1.78636,1.28084,0.577212,0.577212,0.0787256,0.558628,1,nan,0,1,1,1,1,0,-1,27.4953,2.038567,2.244917,2.726216,3.251609,3.637812,5.019219,3.434378,3.624624,3.753817,3.637812
0.4,0.8,1.9,16,60,1,-15.1879,2.05657,2.98649,0.929929,1.91246,2.82277,1.37256,0.354262,0.398605,0.349859,0.350868,2.30453,1.01733,0.827525,0.191875,1,0,0.591219,2.98649,3.0739,2.98649,inverted,0.087405,0.821704,1.27583,4.11313,5.13047,1.85199,-2.35619,0,nan,nan,nan,2.68488,1.62767,2.93287,1.46644,1.0839,0.528603,0.528603,0.155144,0.415894,1,nan,1,1,1,1,0,0,-1,25.111,2.056566,2.160614,2.420672,2.729301,2.986495,3.073900,3.098563,3.141010,3.125241,2.986495
0.4,0.8,2,16,60,1,-15.6209,2.0815,3.0925,1.011,2.10439,2.54829,1.22425,0.39242,0.433638,0.383733,0.384856,2.35476,1.06505,0.876164,0.16368,1,0,0.550068,3.0925,3.14655,3.0925,inverted,0.0540503,0.859447,1.27362,4.16301,5.22806,1.86107,-2.35619,0,nan,nan,nan,2.76054,1.69014,3.01166,1.50583,1.10921,0.535204,0.535204,0.14332,0.431146,1,nan,1,1,1,1,0,0,-1,27.7259,2.081505,2.196497,2.481900,2.817327,3.092501,3.146552,3.177772,3.235632,3.232931,3.092501
0.4,0.8,2.1,16,60,1,-16.0587,2.10592,3.19943,1.09351,2.30284,2.31361,1.09862,0.432225,0.469387,0.418509,0.419757,2.40535,1.1101,0.924873,0.136166,1,0,0.511151,3.19943,3.21602,3.19943,inverted,0.016588,0.894634,1.27208,4.21185,5.32194,1.86965,-2.35619,0,nan,nan,nan,2.83311,1.74939,3.08709,1.54355,1.13366,0.54186,0.54186,0.132897,0.446143,1,nan,1,1,1,1,0,0,-1,31.5979,2.105924,2.232289,2.543741,2.906383,3.199432,3.216020,3.254209,3.328557,3.340493,3.199432
0.4,0.8,2.2,16,60,1,-16.5008,2.12984,3.30716,1.17732,2.50751,2.11134,0.991312,0.473633,0.505786,0.454117,0.455499,2.45626,1.15268,0.973638,0.109594,0,1,0.47473,3.28252,3.28252,3.30716,normal,-0.0246443,0.927395,1.27117,4.25968,5.41236,1.87777,-2.35619,0,nan,nan,nan,2.90276,1.80567,3.1594,1.5797,1.1573,0.548543,0.548543,0.12367,0.460897,1,nan,0,1,1,1,0,0,-1,31.3613,2.129842,2.267993,2.606148,2.996369,3.307163,3.282519,3.328056,3.419821,3.447826,3.307163
0.4,0.8,2.3,16,60,1,-16.9468,2.15328,3.41559,1.26231,2.71811,1.93571,0.898958,0.516607,0.542774,0.490491,0.492018,2.50747,1.19299,1.02244,0.0845299,0,2,0.440909,3.34627,3.34627,3.41559,normal,-0.0693227,0.95788,1.27087,4.30656,5.49954,1.88549,-2.35619,0,nan,nan,nan,2.96966,1.85919,3.22879,1.61439,1.18017,0.555233,0.555233,0.115468,0.475417,1,nan,0,1,1,1,0,0,-1,64.6435,2.153278,2.303614,2.669078,3.087197,3.415589,3.346266,3.399509,3.509486,3.554856,3.415589
0.4,0.8,2.4,16,60,1,-17.3963,2.17625,3.52462,1.34836,2.93438,1.78218,0.818921,0.56111,0.580299,0.527569,0.529255,2.55898,1.23122,1.07128,0.0623683,0,2,0.40968,3.40747,3.40747,3.52462,normal,-0.117145,0.986248,1.27114,4.35251,5.58372,1.89286,-2.35619,0,nan,nan,nan,3.03398,1.91016,3.29546,1.64773,1.20232,0.561912,0.561912,0.108147,0.489713,1,nan,0,1,1,1,0,0,-1,28.2767,2.176253,2.339158,2.732493,3.178789,3.524617,3.407471,3.468766,3.597636,3.661528,3.524617
0.4,0.8,2.5,16,60,1,-17.8491,2.19879,3.63417,1.43538,3.15609,1.64715,0.74912,0.607108,0.618311,0.565298,0.567153,2.61076,1.26755,1.12015,0.0468045,0,2,0.380957,3.46633,3.46633,3.63417,normal,-0.167835,1.01266,1.27197,4.39757,5.66512,1.89992,-2.35619,0,nan,nan,nan,3.09589,1.95876,3.35959,1.67979,1.2238,0.568567,0.568567,0.101589,0.503794,1,nan,0,1,1,1,0,0,-1,28.6829,2.198785,2.374632,2.796362,3.271077,3.634166,3.466330,3.536019,3.684366,3.767804,3.634166
0.4,0.8,2.6,16,60,1,-18.3048,2.22089,3.74417,1.52327,3.38302,2.23591,1.00676,0.447244,0.874101,0.589242,0.605663,2.69483,2.96072,1.21463,0.0446709,0,2,0.384942,3.60145,5.18162,3.74417,inverted,1.43745,0.701831,1.27334,4.44179,7.40251,1.9067,-2.35619,0,nan,nan,nan,3.15553,2.00516,3.42135,1.71068,1.24465,0.575188,0.575188,0.095691,0.517667,1,nan,0,1,1,1,1,0,-1,30.4426,2.220894,2.410044,2.860655,3.364000,3.744165,5.181617,3.601453,3.769774,3.873660,3.744165
0.5,0.8,2,16,60,1,-16.1006,2.26489,3.21561,0.950723,2.15328,2.80921,1.24033,0.355973,0.408249,0.355228,0.356216,2.5154,1.04388,0.870824,0.146336,1,0,0.594237,3.21561,3.30877,3.21561,inverted,0.0931601,0.846821,1.31104,4.52978,5.57366,2.05154,3.14159,1,4.41691,-1,nan,2.61635,1.54953,2.86475,1.43237,1.07217,0.533409,0.533409,0.171544,0.400879,1,nan,1,1,1,1,0,0,-1,28.4271,2.264890,2.369688,2.633575,2.949796,3.215613,3.308773,3.333961,3.377245,3.360105,3.215613
0.5,0.8,2.1,16,60,1,-16.527,2.28925,3.32017,1.03092,2.36004,2.54609,1.11219,0.39276,0.442928,0.388465,0.389557,2.56437,1.09115,0.919573,0.122093,1,0,0.554532,3.32017,3.38041,3.32017,inverted,0.0602324,0.884646,1.30786,4.57851,5.66966,2.06178,-2.35619,1,4.49377,-1,nan,2.68929,1.60938,2.94096,1.47048,1.09699,0.539953,0.539953,0.159107,0.415016,1,nan,1,1,1,1,0,0,-1,65.6292,2.289253,2.404646,2.693371,3.036238,3.320174,3.380407,3.412062,3.470658,3.466509,3.320174
0.5,0.8,2.2,16,60,1,-16.9582,2.31313,3.42571,1.11259,2.57355,2.31968,1.00283,0.431094,0.478325,0.422602,0.423806,2.6137,1.13589,0.968389,0.0985276,1,0,0.51687,3.42571,3.44902,3.42571,inverted,0.0233085,0.92003,1.30536,4.62626,5.76215,2.06957,-2.35619,1,4.56959,-1,nan,2.75952,1.66642,3.01421,1.50711,1.12102,0.546548,0.546548,0.148047,0.428943,1,nan,1,1,1,1,0,0,-1,31.1163,2.313129,2.439525,2.753786,3.123736,3.425715,3.449023,3.487527,3.562485,3.572866,3.425715
0.5,0.8,2.3,16,60,1,-17.394,2.33653,3.53211,1.19558,2.79351,2.12342,0.908792,0.470938,0.514376,0.457572,0.458897,2.66336,1.17828,1.01726,0.0761085,0,1,0.481505,3.51482,3.51482,3.53211,normal,-0.0172972,0.953081,1.30348,4.67307,5.85135,2.07691,-2.35619,1,4.64425,-1,nan,2.82718,1.72085,3.08467,1.54234,1.14431,0.553169,0.553169,0.138177,0.442667,1,nan,0,1,1,1,0,0,-1,62.3538,2.336534,2.474327,2.814775,3.212195,3.532115,3.514818,3.560516,3.652747,3.679074,3.532115
