m0,g2,eta,ns,nlev,eigsh_ok,E0,M,Epi,W,WM,m_curv,m_curv_over_M,curv0,vg_max,vg_k5,vg_k5_cs,Ek5,Wfine,c_k5,rel_rms,band_ok,n_fail,frac_min,M2min,M2_k0,M2_kpi,M2_orient,gap_M2,gap_M2_k5,int_gap,twoM,MMp,margin,margin_k,n_Mstar,Mstar,Mstar_parity,Mstar_even,L_mean,L_mean_vac,L_rms,size_rms_raw,size_rms,size_mean,size_excess,vac_dom_weight,xi,xi_fit_ok,x_mean,gate_band,gate_margin,gate_size,gate_xi,gate_M2,feasible,rank,runtime,E1_0,E1_1,E1_2,E1_3,E1_4,E2_0,E2_1,E2_2,E2_3,E2_4
0.7,1.1,1.9,16,60,1,-18.7885,2.91472,3.5946,0.679875,1.98165,4.43979,1.52323,0.225236,0.292923,0.237757,0.238446,3.07784,0.944729,0.786781,0.122264,1,0,0.848739,3.5946,3.85945,3.5946,inverted,0.264854,0.764873,1.85857,5.82944,6.77417,2.72131,3.14159,1,5.43144,-1,nan,2.08768,1.09414,2.3051,1.15255,0.895794,0.496769,0.496769,0.299943,0.306409,1,nan,1,1,1,1,1,1,88,28.7193,2.914721,2.981848,3.157953,3.383422,3.594596,3.859450,3.854766,3.827046,3.746654,3.594596
0.4,1.4,1.9,16,60,1,-19.1351,2.65657,3.38015,0.723582,1.92225,4.09597,1.54183,0.244142,0.310068,0.254791,0.255558,2.83235,1.01961,0.781655,0.143229,1,0,0.867907,3.38015,3.67619,3.38015,inverted,0.296032,0.819924,2.09147,5.31314,6.33276,2.45583,3.14159,1,5.30266,1,5.30266,2.20333,1.23907,2.42189,1.21094,0.912497,0.482133,0.482133,0.251137,0.326735,1,nan,1,1,1,1,1,1,89,26.0473,2.656571,2.729150,2.917989,3.157191,3.380153,3.676186,3.668550,3.633078,3.542719,3.380153
0.4,0.8,1.8,16,60,1,-14.7602,2.03109,2.88155,0.850463,1.72737,3.1467,1.54927,0.317793,0.364362,0.316965,0.31787,2.25467,0.966776,0.778978,0.220608,1,0,0.634152,2.88155,2.99787,2.88155,inverted,0.116313,0.78131,1.27874,4.06218,5.02896,1.83867,3.14159,0,nan,nan,nan,2.60592,1.56173,2.8505,1.42525,1.05767,0.522094,0.522094,0.168617,0.400378,1,nan,1,1,1,1,1,1,90,60.378,2.031089,2.124638,2.360112,2.642418,2.881553,2.997866,3.016427,3.044696,3.017550,2.881553
0.5,1.4,1.9,16,60,1,-19.6984,2.83965,3.52188,0.682228,1.93729,4.44015,1.56363,0.225218,0.293346,0.237467,0.238185,3.00264,0.983832,0.776556,0.130044,1,0,0.886491,3.52188,3.82348,3.52188,inverted,0.301604,0.792462,2.1774,5.67929,6.66313,2.64344,3.14159,1,5.60543,1,5.60543,2.10407,1.13849,2.31757,1.15879,0.886175,0.482789,0.482789,0.283946,0.309486,1,nan,1,1,1,1,1,1,91,50.2898,2.839647,2.906746,3.082656,3.308229,3.521875,3.823480,3.813869,3.774205,3.681461,3.521875
0.5,0.8,1.8,16,60,1,-15.2648,2.21465,3.00999,0.795341,1.7614,3.48196,1.57224,0.287195,0.341327,0.291736,0.292542,2.41862,0.941137,0.773612,0.196053,1,0,0.677898,3.00999,3.15579,3.00999,inverted,0.145796,0.763588,1.3195,4.4293,5.37044,2.0221,3.14159,1,4.26078,-1,nan,2.46186,1.42064,2.70271,1.35135,1.02001,0.520612,0.520612,0.20147,0.371946,1,nan,1,1,1,1,1,1,92,30.7721,2.214649,2.299538,2.516045,2.780521,3.009991,3.155787,3.169375,3.185769,3.147704,3.009991
0.6,1.4,1.9,16,60,1,-20.2807,3.02364,3.6681,0.644453,1.9486,4.79144,1.58466,0.208706,0.278083,0.221989,0.222666,3.17536,0.948807,0.771729,0.118513,1,0,0.901746,3.6681,3.97245,3.6681,inverted,0.304354,0.765249,2.25291,6.04729,6.99609,2.83253,3.14159,2,5.87013,1,5.87013,2.01466,1.04779,2.22272,1.11136,0.861726,0.483433,0.483433,0.316686,0.294302,1,nan,1,1,1,1,1,1,93,40.923,3.023644,3.085937,3.250312,3.463381,3.668097,3.972451,3.961286,3.918435,3.824290,3.668097
0.6,0.8,1.8,16,60,1,-15.7954,2.39915,3.1443,0.745149,1.78773,3.82628,1.59485,0.26135,0.320412,0.269445,0.270179,2.58619,0.913788,0.768424,0.175329,1,0,0.715903,3.1443,3.31294,3.1443,inverted,0.168639,0.743428,1.35387,4.79831,5.7121,2.20862,3.14159,1,4.43734,-1,nan,2.33292,1.29464,2.56933,1.28466,0.985044,0.519143,0.519143,0.235536,0.347772,1,nan,1,1,1,1,1,1,94,67.8987,2.399154,2.476656,2.676460,2.924484,3.144303,3.312942,3.322370,3.328940,3.282311,3.144303
0.2,1.1,1.8,16,60,1,-15.7144,1.97148,2.81964,0.848165,1.67214,3.15492,1.60028,0.316965,0.361064,0.31462,0.315586,2.19391,1.04179,0.765984,0.236544,1,0,0.725586,2.81964,3.01327,2.81964,inverted,0.19363,0.833369,1.5384,3.94296,4.98475,1.77734,3.14159,0,nan,nan,nan,2.61582,1.62909,2.85139,1.4257,1.02903,0.493366,0.493366,0.153784,0.404774,1,nan,1,1,1,1,1,1,95,35.0756,1.971478,2.064678,2.298489,2.578436,2.819643,3.013272,3.021828,3.024663,2.970353,2.819643
0.7,1.4,1.9,16,60,1,-20.88,3.20851,3.81842,0.609913,1.95691,5.14931,1.60489,0.194201,0.264124,0.208118,0.20876,3.35021,0.914852,0.76717,0.108373,1,0,0.914377,3.81842,4.12336,3.81842,inverted,0.304938,0.738623,2.31868,6.41702,7.33187,3.0228,3.14159,2,6.10951,1,6.10951,1.93409,0.965948,2.1364,1.0682,0.839042,0.484069,0.484069,0.349,0.280848,1,nan,1,1,1,1,1,1,96,31.4441,3.208510,3.266564,3.420613,3.622215,3.818423,4.123361,4.110978,4.065740,3.970957,3.818423
0.7,0.8,1.8,16,60,1,-16.3495,2.58453,3.284,0.69947,1.8078,4.17917,1.61699,0.239282,0.301411,0.249708,0.250386,2.75684,0.885605,0.76343,0.157657,1,0,0.748925,3.284,3.47014,3.284,inverted,0.186134,0.721832,1.38296,5.16906,6.05467,2.39745,3.14159,1,4.61324,-1,nan,2.21749,1.18204,2.44886,1.22443,0.952655,0.517724,0.517724,0.270219,0.326997,1,nan,1,1,1,1,1,1,97,56.6773,2.584532,2.655676,2.840728,3.073642,3.284002,3.470137,3.476073,3.474525,3.421243,3.284002
0.3,1.1,1.8,16,60,1,-16.2057,2.15251,2.94492,0.79241,1.70567,3.50124,1.62658,0.285613,0.338083,0.289066,0.289925,2.35497,1.01117,0.760189,0.210054,1,0,0.767998,2.94492,3.16368,2.94492,inverted,0.21876,0.811944,1.62517,4.30503,5.3162,1.95797,3.14159,0,nan,nan,nan,2.46886,1.48208,2.70101,1.3505,0.993021,0.493389,0.493389,0.185696,0.375584,1,nan,1,1,1,1,1,1,98,38.3031,2.152514,2.236862,2.451446,2.713528,2.944924,3.163684,3.167588,3.159728,3.096276,2.944924
0.4,1.1,1.8,16,60,1,-16.7244,2.33464,3.07634,0.741702,1.73161,3.85762,1.65234,0.259227,0.317274,0.266531,0.26731,2.51988,0.978523,0.754629,0.187691,1,0,0.80238,3.07634,3.31316,3.07634,inverted,0.236821,0.787981,1.70057,4.66928,5.64781,2.14195,3.14159,1,4.65562,1,4.65562,2.33724,1.35048,2.5652,1.2826,0.959526,0.493379,0.493379,0.219132,0.350796,1,nan,1,1,1,1,1,1,99,28.1191,2.334642,2.411463,2.609149,2.854754,3.076344,3.313165,3.313379,3.297124,3.226954,3.076344
0.5,1.1,1.8,16,60,1,-17.2677,2.51779,3.21341,0.695618,1.75142,4.22346,1.67745,0.236773,0.298415,0.24662,0.247337,2.68811,0.945073,0.74932,0.168615,1,0,0.830511,3.21341,3.46286,3.21341,inverted,0.249454,0.762678,1.76539,5.03558,5.98065,2.32849,3.14159,1,4.96769,-1,nan,2.2194,1.23267,2.44251,1.22126,0.928447,0.493365,0.493365,0.253479,0.32952,1,nan,1,1,1,1,1,1,100,30.878,2.517790,2.588153,2.770947,3.001430,3.213408,3.462862,3.460126,3.437282,3.362269,3.213408
0.2,1.4,1.8,16,60,1,-17.6595,2.26235,3.00966,0.747309,1.69068,3.82709,1.69164,0.261295,0.318607,0.267785,0.268604,2.44874,1.02236,0.745699,0.200035,1,0,0.842605,3.00966,3.28471,3.00966,inverted,0.275047,0.818746,1.88265,4.5247,5.54706,2.06711,3.14159,0,nan,nan,nan,2.36594,1.4099,2.58986,1.29493,0.950556,0.478023,0.478023,0.202867,0.355953,1,nan,1,1,1,1,1,1,101,32.3357,2.262352,2.339725,2.538385,2.785043,3.009661,3.284707,3.279898,3.251337,3.168273,3.009661
0.6,1.1,1.8,16,60,1,-17.8329,2.70189,3.35563,0.653735,1.76632,4.59812,1.70181,0.21748,0.281305,0.228981,0.22965,2.85919,0.911632,0.74427,0.152201,1,0,0.853699,3.35563,3.61352,3.35563,inverted,0.257897,0.736869,1.82075,5.40379,6.31542,2.51697,3.14159,1,5.16278,-1,nan,2.11389,1.12716,2.33163,1.16582,0.89967,0.493364,0.493364,0.288174,0.311085,1,nan,1,1,1,1,1,1,102,28.7054,2.701893,2.766671,2.936299,3.152943,3.355627,3.613524,3.608425,3.580422,3.502026,3.355627
0.3,1.4,1.8,16,60,1,-18.1914,2.44369,3.144,0.700306,1.71133,4.20038,1.71887,0.238074,0.299604,0.247408,0.248159,2.61473,0.985713,0.740186,0.179441,1,0,0.86813,3.144,3.4294,3.144,inverted,0.285406,0.791366,1.99416,4.88738,5.87309,2.25162,3.14159,0,nan,nan,nan,2.24432,1.28645,2.46371,1.23185,0.92004,0.478937,0.478937,0.23676,0.33387,1,nan,1,1,1,1,1,1,103,35.1443,2.443689,2.514398,2.697808,2.929137,3.143996,3.429402,3.421920,3.387512,3.300418,3.143996
0.7,1.1,1.8,16,60,1,-18.418,2.88689,3.50254,0.615647,1.77731,4.98098,1.72538,0.200764,0.265758,0.213307,0.213936,3.03277,0.878743,0.73948,0.137972,1,0,0.872941,3.50254,3.76564,3.50254,inverted,0.263096,0.71113,1.86785,5.77379,6.65253,2.70697,3.14159,1,5.35562,-1,nan,2.01941,1.03263,2.23133,1.11567,0.873064,0.493387,0.493387,0.322729,0.29498,1,nan,1,1,1,1,1,1,104,31.3489,2.886893,2.946806,3.104754,3.308753,3.502539,3.765635,3.758644,3.726623,3.645982,3.502539
0.3,0.8,1.7,16,60,1,-13.8496,1.82244,2.65291,0.830478,1.51349,3.15969,1.73378,0.316486,0.355089,0.311954,0.312879,2.04374,0.938539,0.736078,0.284046,1,0,0.62844,2.65291,2.76098,2.65291,inverted,0.108062,0.755039,1.23149,3.64487,4.58341,1.64034,-2.35619,0,nan,nan,nan,2.68471,1.65077,2.92901,1.4645,1.07137,0.516971,0.516971,0.150283,0.417371,1,nan,1,1,1,1,1,1,105,33.38,1.822436,1.915350,2.147263,2.422269,2.652914,2.760975,2.779339,2.807633,2.782787,2.652914
0.4,1.4,1.8,16,60,1,-18.7463,2.6261,3.28373,0.657625,1.72699,4.58304,1.74519,0.218196,0.282387,0.229391,0.23009,2.78378,0.949144,0.734971,0.16174,1,0,0.888411,3.28373,3.57525,3.28373,inverted,0.291519,0.763497,2.0946,5.2522,6.20135,2.43832,3.14159,1,5.23148,1,5.23148,2.13542,1.17578,2.34968,1.17484,0.891739,0.479822,0.479822,0.271277,0.314777,1,nan,1,1,1,1,1,1,106,32.0507,2.626102,2.691067,2.861021,3.078325,3.283727,3.575246,3.565703,3.526906,3.437239,3.283727
0.4,0.8,1.7,16,60,1,-14.3384,2.00506,2.77784,0.772778,1.54947,3.53281,1.76195,0.283061,0.330988,0.285137,0.285945,2.20523,0.91323,0.730547,0.249795,1,0,0.678201,2.77784,2.91829,2.77784,inverted,0.140453,0.738215,1.28239,4.01012,4.92335,1.82273,3.14159,1,4.00193,-1,nan,2.52349,1.49205,2.76428,1.38214,1.03046,0.51572,0.51572,0.184036,0.384585,1,nan,1,1,1,1,1,1,107,29.7656,2.005062,2.088572,2.300284,2.556809,2.777840,2.918292,2.931262,2.946746,2.910021,2.777840
0.5,1.4,1.8,16,60,1,-19.322,2.80953,3.42838,0.618848,1.73867,4.97434,1.77053,0.201032,0.266761,0.213415,0.21407,2.95552,0.913284,0.730053,0.146411,1,0,0.904723,3.42838,3.72281,3.42838,inverted,0.294436,0.735778,2.18374,5.61905,6.53234,2.62672,3.14159,1,5.52995,1,5.52995,2.0379,1.07653,2.24655,1.12328,0.865541,0.480683,0.480683,0.305892,0.298128,1,nan,1,1,1,1,1,1,108,26.4794,2.809527,2.869505,3.027547,3.232041,3.428376,3.722812,3.711681,3.669624,3.578492,3.428376
0.5,0.8,1.7,16,60,1,-14.8565,2.18875,2.90926,0.720512,1.57702,3.91717,1.78968,0.255287,0.309242,0.261639,0.262364,2.37089,0.885468,0.725204,0.221316,1,0,0.720451,2.90926,3.07422,2.90926,inverted,0.164956,0.718175,1.32487,4.37751,5.26297,2.00761,3.14159,1,4.18199,-1,nan,2.38011,1.35121,2.61653,1.30826,0.992591,0.514449,0.514449,0.219524,0.357135,1,nan,1,1,1,1,1,1,109,30.9929,2.188753,2.264358,2.458438,2.697945,2.909265,3.074221,3.082787,3.087895,3.042060,2.909265
0.6,1.4,1.8,16,60,1,-19.9164,2.99391,3.57749,0.583585,1.7472,5.37358,1.79484,0.186096,0.252552,0.199201,0.199819,3.12961,0.878533,0.725427,0.133051,1,0,0.917985,3.57749,3.87244,3.57749,inverted,0.294948,0.708635,2.26185,5.98781,6.86635,2.81647,3.14159,2,5.79347,1,5.79347,1.95054,0.987491,2.15323,1.07661,0.841322,0.481524,0.481524,0.34016,0.283501,1,nan,1,1,1,1,1,1,110,51.5599,2.993907,3.049524,3.196982,3.389785,3.577492,3.872440,3.860094,3.815656,3.723903,3.577492
0.6,0.8,1.7,16,60,1,-15.4006,2.37342,3.04664,0.673216,1.59783,4.31213,1.81684,0.231904,0.289614,0.241009,0.241672,2.54007,0.85648,0.720073,0.197342,1,0,0.756415,3.04664,3.2299,3.04664,inverted,0.183264,0.69625,1.36038,4.74685,5.60333,2.19528,3.14159,1,4.36063,-1,nan,2.25259,1.22617,2.48391,1.24196,0.957627,0.51321,0.51321,0.256011,0.333856,1,nan,1,1,1,1,1,1,111,26.0506,2.373424,2.442312,2.620958,2.844890,3.046640,3.229904,3.234848,3.231552,3.178802,3.046640
0.7,1.4,1.8,16,60,1,-20.5275,3.17918,3.73066,0.551475,1.75324,5.7801,1.81811,0.173007,0.239603,0.186511,0.187098,3.3058,0.845131,0.721083,0.121341,1,0,0.928872,3.73066,4.02432,3.73066,inverted,0.293657,0.682337,2.32957,6.35837,7.2035,3.00731,3.14159,2,6.03458,1,6.03458,1.87222,0.907538,2.06869,1.03434,0.818956,0.482344,0.482344,0.373716,0.270564,1,nan,1,1,1,1,1,1,112,42.0578,3.179184,3.230965,3.368985,3.551116,3.730659,4.024315,4.011046,3.964919,3.873185,3.730659
0.2,1.1,1.7,16,60,1,-15.2865,1.94204,2.7144,0.77236,1.49996,3.5353,1.8204,0.282861,0.328853,0.283645,0.284508,2.14159,0.979491,0.718351,0.267353,1,0,0.762061,2.7144,2.92154,2.7144,inverted,0.207131,0.784062,1.5355,3.88409,4.86358,1.75775,3.14159,0,nan,nan,nan,2.53898,1.56076,2.77153,1.38577,1.00572,0.489111,0.489111,0.167796,0.389375,1,nan,1,1,1,1,1,1,113,27.4403,1.942044,2.025407,2.236078,2.491094,2.714405,2.921536,2.925725,2.919198,2.859318,2.714405
0.7,0.8,1.7,16,60,1,-15.968,2.559,3.18943,0.630424,1.61326,4.71705,1.84332,0.211997,0.27188,0.222846,0.223461,2.71222,0.827102,0.715164,0.176951,1,0,0.787064,3.18943,3.3861,3.18943,inverted,0.196678,0.673386,1.39018,5.118,5.9451,2.38501,3.14159,1,4.53855,-1,nan,2.13914,1.11508,2.36478,1.18239,0.925413,0.512034,0.512034,0.292831,0.313896,1,nan,1,1,1,1,1,1,114,27.853,2.559001,2.622130,2.787217,2.996947,3.189425,3.386103,3.388063,3.377974,3.320052,3.189425
0.3,1.1,1.7,16,60,1,-15.7912,2.12326,2.84264,0.719376,1.52742,3.93214,1.85193,0.254314,0.30713,0.259778,0.260549,2.30438,0.946734,0.712626,0.236614,1,0,0.801324,2.84264,3.07,2.84264,inverted,0.227358,0.760473,1.62632,4.24653,5.19326,1.93989,3.14159,0,nan,nan,nan,2.3921,1.41336,2.62063,1.31031,0.969363,0.489369,0.489369,0.202407,0.361074,1,nan,1,1,1,1,1,1,115,23.1094,2.123263,2.198519,2.391266,2.629187,2.842638,3.069996,3.070179,3.054534,2.987216,2.842638
0.4,1.1,1.7,16,60,1,-16.3234,2.30562,2.97711,0.671491,1.5482,4.34069,1.88265,0.230378,0.287573,0.238869,0.239573,2.47095,0.912643,0.707172,0.210745,1,0,0.832588,2.97711,3.21826,2.97711,inverted,0.241152,0.734997,1.70506,4.61124,5.52388,2.1251,3.14159,1,4.58144,1,4.58144,2.26142,1.28221,2.48513,1.24256,0.935731,0.489601,0.489601,0.238377,0.337114,1,nan,1,1,1,1,1,1,116,28.2181,2.305619,2.374014,2.551108,2.773389,2.977110,3.218263,3.215322,3.192691,3.120140,2.977110
0.5,1.1,1.7,16,60,1,-16.8799,2.48904,3.11727,0.628228,1.56368,4.76011,1.91243,0.210079,0.269945,0.220506,0.221156,2.64074,0.87833,0.701999,0.188747,1,0,0.857755,3.11727,3.36737,3.11727,inverted,0.250101,0.708736,1.77246,4.97808,5.85641,2.31263,3.14159,1,4.88611,-1,nan,2.14518,1.16552,2.36341,1.1817,0.904698,0.489832,0.489832,0.275008,0.316603,1,nan,1,1,1,1,1,1,117,28.9875,2.489039,2.551571,2.714948,2.922980,3.117267,3.367369,3.361984,3.334008,3.257901,3.117267
0.2,1.4,1.7,16,60,1,-17.2521,2.23093,2.9089,0.677972,1.51251,4.2985,1.92677,0.23264,0.28951,0.240507,0.241245,2.39761,0.951741,0.698975,0.22439,1,0,0.866853,2.9089,3.18267,2.9089,inverted,0.273769,0.762708,1.87789,4.46186,5.4136,2.04768,3.14159,0,nan,nan,nan,2.29305,1.34195,2.51338,1.25669,0.929191,0.475548,0.475548,0.22083,0.34241,1,nan,1,1,1,1,1,1,118,30.0867,2.230928,2.299944,2.478288,2.702044,2.908900,3.182669,3.175496,3.142516,3.059033,2.908900
0.6,1.1,1.7,16,60,1,-17.4583,2.67345,3.26258,0.589123,1.57499,5.1896,1.94116,0.192693,0.25403,0.204324,0.204931,2.81332,0.844509,0.697112,0.169878,1,0,0.878201,3.26258,3.51796,3.26258,inverted,0.255386,0.682431,1.82965,5.34691,6.19142,2.50191,3.14159,1,5.08505,-1,nan,2.04177,1.06162,2.25399,1.12699,0.876119,0.490073,0.490073,0.311682,0.298874,1,nan,1,1,1,1,1,1,119,31.5625,2.673454,2.730934,2.882246,3.077324,3.262577,3.517963,3.510663,3.478625,3.400239,3.262577
0.3,1.4,1.7,16,60,1,-17.7973,2.41259,3.04632,0.633726,1.52892,4.72604,1.95891,0.211594,0.271702,0.22166,0.22234,2.56522,0.914412,0.693628,0.200634,1,0,0.889396,3.04632,3.327,3.04632,inverted,0.280686,0.734494,1.99373,4.82518,5.7396,2.23328,3.14159,0,nan,nan,nan,2.1726,1.2192,2.38778,1.19389,0.898584,0.476701,0.476701,0.257139,0.321051,1,nan,1,1,1,1,1,1,120,28.2892,2.412592,2.475543,2.639800,2.849066,3.046318,3.327004,3.317647,3.279992,3.193660,3.046318
0.7,1.1,1.7,16,60,1,-18.056,2.8588,3.41254,0.55374,1.58303,5.62837,1.96879,0.177671,0.239633,0.190012,0.190585,2.98832,0.811639,0.692508,0.153573,1,0,0.894951,3.41254,3.67044,3.41254,inverted,0.257899,0.656571,1.87796,5.7176,6.52924,2.69256,3.14159,2,5.28131,-1,5.28699,1.94971,0.969053,2.15554,1.07777,0.849838,0.490331,0.490331,0.347883,0.283417,1,nan,1,1,1,1,1,1,121,26.4485,2.858800,2.911894,3.052550,3.235864,3.412540,3.670439,3.661644,3.626547,3.546858,3.412540
0.3,0.8,1.6,16,60,1,-13.4202,1.79572,2.54752,0.751801,1.35002,3.56703,1.98641,0.280345,0.321317,0.279431,0.280249,1.99289,0.884467,0.687779,0.318714,1,0,0.674527,2.54752,2.68019,2.54752,inverted,0.132667,0.711992,1.23337,3.59144,4.4759,1.62415,3.14159,0,nan,nan,nan,2.59847,1.57737,2.83921,1.4196,1.04352,0.510554,0.510554,0.16496,0.400159,1,nan,1,1,1,1,1,1,122,33.221,1.795718,1.878231,2.085832,2.334863,2.547519,2.680185,2.692878,2.708280,2.673745,2.547519
0.4,1.4,1.7,16,60,1,-18.3654,2.59538,3.18915,0.59377,1.54106,5.16422,1.98978,0.19364,0.255647,0.205088,0.205722,2.73583,0.877687,0.688605,0.180288,1,0,0.90709,3.18915,3.47306,3.18915,inverted,0.283917,0.706272,2.09814,5.19075,6.06844,2.42088,3.14159,1,5.16003,1,5.16003,2.06544,1.10981,2.27487,1.13743,0.870352,0.477815,0.477815,0.293792,0.302634,1,nan,1,1,1,1,1,1,123,40.8547,2.595377,2.653120,2.805015,3.001113,3.189148,3.473064,3.462065,3.421026,3.333115,3.189148
0.5,1.4,1.7,16,60,1,-18.954,2.77922,3.33687,0.557656,1.54985,5.61211,2.01931,0.178186,0.241138,0.190465,0.191061,2.90906,0.842091,0.683901,0.16273,1,0,0.921169,3.33687,3.62131,3.33687,inverted,0.284435,0.678585,2.19072,5.55843,6.40052,2.61004,3.14159,2,5.45539,1,5.45539,1.97007,1.01228,2.17331,1.08665,0.844358,0.478894,0.478894,0.330224,0.286613,1,nan,1,1,1,1,1,1,124,37.3404,2.779215,2.832452,2.973455,3.157599,3.336872,3.621307,3.609081,3.565640,3.477098,3.336872
0.4,0.8,1.6,16,60,1,-13.9233,1.97847,2.67555,0.697073,1.37914,3.99818,2.02084,0.250114,0.298572,0.254464,0.255185,2.15625,0.856615,0.682265,0.279371,1,0,0.722486,2.67555,2.83509,2.67555,inverted,0.159542,0.692436,1.28683,3.95695,4.81356,1.80698,3.14159,1,3.92047,-1,nan,2.43742,1.41835,2.67396,1.33698,1.00223,0.509537,0.509537,0.201761,0.368505,1,nan,1,1,1,1,1,1,125,40.1919,1.978474,2.052427,2.241262,2.472623,2.675548,2.835089,2.843036,2.847284,2.802855,2.675548
0.6,1.4,1.7,16,60,1,-19.5609,2.96404,3.48901,0.524968,1.55603,6.06883,2.04749,0.164776,0.227996,0.177513,0.178075,3.08459,0.807932,0.679505,0.147478,1,0,0.932508,3.48901,3.77197,3.48901,inverted,0.282965,0.651778,2.27158,5.92808,6.73601,2.80043,3.14159,2,5.71927,1,5.71927,1.88515,0.925276,2.08187,1.04094,0.820453,0.479937,0.479937,0.365971,0.272568,1,nan,1,1,1,1,1,1,126,36.2593,2.964041,3.013351,3.144718,3.318010,3.489009,3.771974,3.758842,3.713755,3.625286,3.489009
0.5,0.8,1.6,16,60,1,-14.4557,2.16234,2.81019,0.647857,1.40089,4.44264,2.05455,0.225091,0.27819,0.232754,0.233404,2.32367,0.826927,0.676979,0.246754,1,0,0.762284,2.81019,2.98926,2.81019,inverted,0.17907,0.670339,1.33107,4.32467,5.1516,1.99321,3.14159,1,4.10313,-1,nan,2.29523,1.27819,2.52668,1.26334,0.964242,0.508522,0.508522,0.240098,0.342084,1,nan,1,1,1,1,1,1,127,27.6882,2.162337,2.229129,2.401703,2.616944,2.810195,2.989264,2.993405,2.988833,2.937088,2.810195
0.7,1.4,1.7,16,60,1,-20.1841,3.14979,3.64512,0.495328,1.56018,6.53358,2.07429,0.153056,0.21606,0.165994,0.166527,3.26214,0.775375,0.675403,0.134154,1,0,0.941741,3.64512,3.92517,3.64512,inverted,0.280047,0.626053,2.34134,6.29958,7.07496,2.9918,3.14159,2,5.96283,1,5.96283,1.80945,0.847566,1.99945,0.999723,0.798489,0.480944,0.480944,0.400673,0.260168,1,nan,1,1,1,1,1,1,128,47.8595,3.149792,3.195657,3.318463,3.481899,3.645120,3.925167,3.911381,3.865229,3.777355,3.645120
0.6,0.8,1.6,16,60,1,-15.014,2.34722,2.95084,0.60362,1.41683,4.89955,2.08738,0.2041,0.259909,0.213821,0.214419,2.49448,0.796567,0.671938,0.219376,1,0,0.795428,2.95084,3.14379,2.95084,inverted,0.192947,0.646959,1.36771,4.69444,5.49101,2.18193,3.14159,1,4.28427,-1,nan,2.16968,1.15457,2.3953,1.19765,0.929388,0.507554,0.507554,0.279131,0.319741,1,nan,1,1,1,1,1,1,129,64.9101,2.347221,2.407954,2.566384,2.766999,2.950841,3.143788,3.144863,3.133325,3.076259,2.950841
0.2,1.1,1.6,16,60,1,-14.8648,1.9121,2.61049,0.698393,1.3354,3.99264,2.08809,0.250461,0.297532,0.253753,0.254522,2.08972,0.91456,0.67092,0.298765,1,0,0.797286,2.61049,2.82666,2.61049,inverted,0.216167,0.732559,1.53276,3.82419,4.73875,1.73839,3.14159,0,nan,nan,nan,2.45838,1.48818,2.68754,1.34377,0.981462,0.485102,0.485102,0.183966,0.373645,1,nan,1,1,1,1,1,1,130,40.6311,1.912097,1.986078,2.174442,2.405084,2.610490,2.826657,2.827066,2.812637,2.748760,2.610490
0.7,0.8,1.6,16,60,1,-15.5952,2.53305,3.09689,0.563845,1.42825,5.36804,2.1192,0.186288,0.243488,0.19725,0.197806,2.66818,0.766309,0.667151,0.196158,1,0,0.823108,3.09689,3.29936,3.09689,inverted,0.202464,0.623159,1.39814,5.0661,5.83241,2.37247,3.14159,1,4.46453,-1,nan,2.05878,1.04546,2.27799,1.13899,0.897471,0.506658,0.506658,0.318128,0.300631,1,nan,1,1,1,1,1,1,131,69.0443,2.533048,2.588606,2.734681,2.922061,3.096893,3.299358,3.297961,3.280941,3.220102,3.096893
0.3,1.1,1.6,16,60,1,-15.3838,2.09355,2.74192,0.648367,1.35739,4.45119,2.12614,0.224659,0.277133,0.231632,0.232323,2.25431,0.880014,0.6653,0.26351,1,0,0.832861,2.74192,2.97356,2.74192,inverted,0.231647,0.707128,1.62791,4.1871,5.06711,1.92197,3.14159,0,nan,nan,nan,2.31205,1.34079,2.5365,1.26825,0.944824,0.485631,0.485631,0.221534,0.346288,1,nan,1,1,1,1,1,1,132,35.9616,2.093550,2.160165,2.331945,2.546344,2.741917,2.973564,2.970603,2.948615,2.878941,2.741917
0.4,1.1,1.6,16,60,1,-15.9301,2.27619,2.87966,0.603464,1.3736,4.92336,2.16298,0.203113,0.258883,0.21239,0.213023,2.42258,0.844859,0.659988,0.233942,1,0,0.860675,2.87966,3.12105,2.87966,inverted,0.241396,0.680487,1.71022,4.55239,5.39725,2.10834,3.14159,1,4.50589,1,4.50589,2.18283,1.21055,2.40174,1.20087,0.911142,0.486138,0.486138,0.26021,0.3232,1,nan,1,1,1,1,1,1,133,28.8082,2.276194,2.336603,2.493999,2.693666,2.879658,3.121053,3.115524,3.087912,3.014408,2.879658
0.5,1.1,1.6,16,60,1,-16.5006,2.45995,3.0231,0.563151,1.38532,5.40807,2.19845,0.184909,0.242526,0.195596,0.196182,2.594,0.810075,0.654989,0.208886,1,0,0.882703,3.0231,3.27002,3.0231,inverted,0.246924,0.653618,1.78035,4.9199,5.72997,2.29679,3.14159,2,4.767,1,4.767,2.06872,1.09544,2.28143,1.14072,0.880253,0.486639,0.486639,0.299207,0.303492,1,nan,1,1,1,1,1,1,134,28.8502,2.459949,2.515077,2.659945,2.846293,3.023099,3.270023,3.262535,3.230759,3.154889,3.023099
