# m0=0.7, g2=1.1, eta=1.3; ns=50 staggered sites (101 qubits), PBC
# source: data/w_meson_ns50_k0.00_v3_W.npz
# Gaussian-windowed FT, completed-time convention; spread = ptp over window rescalings {0.75, 1.0, 1.5} (systematic)
# meson wavepacket at rest (k0=0); sigma_x=0.75; prep fidelity F=0.9946 (ns=8 certificate)
# completed-time grid: dispersion region only -- reproduce the low-omega ridge with a one-sided FT on data/w_meson_ns50_k0.00_v3.npz (see data/README.md)
q0,q1,ReW00,ImW00,window_spread
-0.6800,-0.753982,-1.639407e-02,0.000000e+00,5.644545e-03
-0.6800,-0.502655,-1.180893e-02,0.000000e+00,2.929847e-03
-0.6800,-0.251327,-6.231624e-03,0.000000e+00,1.647260e-03
-0.6800,0.000000,2.335669e-04,0.000000e+00,1.165943e-03
-0.6800,0.251327,7.209009e-03,0.000000e+00,2.233949e-03
-0.6800,0.502655,1.440893e-02,0.000000e+00,4.430767e-03
-0.6800,0.753982,2.157277e-02,0.000000e+00,8.790869e-03
-0.6800,1.005310,2.881971e-02,0.000000e+00,1.469907e-02
-0.6800,1.256637,3.642445e-02,0.000000e+00,2.296435e-02
-0.6800,1.507964,4.494787e-02,0.000000e+00,3.270381e-02
-0.6800,1.759292,5.476444e-02,0.000000e+00,4.466085e-02
-0.6800,2.010619,6.604664e-02,0.000000e+00,5.784781e-02
-0.6800,2.261947,7.822067e-02,0.000000e+00,7.313987e-02
-0.6800,2.513274,9.007102e-02,0.000000e+00,8.946715e-02
-0.6800,2.764602,9.939104e-02,0.000000e+00,1.078468e-01
-0.6800,3.015929,1.034971e-01,0.000000e+00,1.268688e-01
-0.6400,-3.015929,3.856617e-02,0.000000e+00,1.519288e-01
-0.6400,-2.764602,1.301745e-02,0.000000e+00,1.234125e-01
-0.6400,-2.513274,-4.603744e-03,0.000000e+00,9.567005e-02
-0.6400,-2.261947,-1.557610e-02,0.000000e+00,7.170127e-02
-0.6400,-2.010619,-2.141356e-02,0.000000e+00,5.109978e-02
-0.6400,-1.759292,-2.378469e-02,0.000000e+00,3.753253e-02
-0.6400,-1.507964,-2.389587e-02,0.000000e+00,2.680605e-02
-0.6400,-1.256637,-2.261906e-02,0.000000e+00,1.823654e-02
-0.6400,-1.005310,-2.023031e-02,0.000000e+00,1.164113e-02
-0.6400,-0.753982,-1.681018e-02,0.000000e+00,6.861570e-03
-0.6400,-0.502655,-1.220781e-02,0.000000e+00,3.616944e-03
-0.6400,-0.251327,-6.470870e-03,0.000000e+00,1.875996e-03
-0.6400,0.000000,2.888560e-04,0.000000e+00,1.362726e-03
-0.6400,0.251327,7.693050e-03,0.000000e+00,2.622663e-03
-0.6400,0.502655,1.545587e-02,0.000000e+00,5.098711e-03
-0.6400,0.753982,2.332556e-02,0.000000e+00,1.002018e-02
-0.6400,1.005310,3.143887e-02,0.000000e+00,1.664592e-02
-0.6400,1.256637,4.010441e-02,0.000000e+00,2.597568e-02
-0.6400,1.507964,4.992511e-02,0.000000e+00,3.697563e-02
-0.6400,1.759292,6.132143e-02,0.000000e+00,5.059342e-02
-0.6400,2.010619,7.449480e-02,0.000000e+00,6.570238e-02
-0.6400,2.261947,8.887070e-02,0.000000e+00,8.345231e-02
-0.6400,2.513274,1.031777e-01,0.000000e+00,1.026590e-01
-0.6400,2.764602,1.150880e-01,0.000000e+00,1.246717e-01
-0.6400,3.015929,1.217147e-01,0.000000e+00,1.479020e-01
-0.6000,-3.015929,5.592596e-02,0.000000e+00,1.823368e-01
-0.6000,-2.764602,2.617145e-02,0.000000e+00,1.494603e-01
-0.6000,-2.513274,4.878042e-03,0.000000e+00,1.169892e-01
-0.6000,-2.261947,-9.112288e-03,0.000000e+00,8.848237e-02
-0.6000,-2.010619,-1.730073e-02,0.000000e+00,6.364485e-02
-0.6000,-1.759292,-2.140359e-02,0.000000e+00,4.437145e-02
-0.6000,-1.507964,-2.272655e-02,0.000000e+00,3.100126e-02
-0.6000,-1.256637,-2.224411e-02,0.000000e+00,2.133995e-02
-0.6000,-1.005310,-2.033386e-02,0.000000e+00,1.378965e-02
-0.6000,-0.753982,-1.714589e-02,0.000000e+00,8.228641e-03
-0.6000,-0.502655,-1.258019e-02,0.000000e+00,4.400003e-03
-0.6000,-0.251327,-6.704506e-03,0.000000e+00,2.211857e-03
-0.6000,0.000000,3.563146e-04,0.000000e+00,1.609996e-03
-0.6000,0.251327,8.226802e-03,0.000000e+00,3.130003e-03
-0.6000,0.502655,1.662159e-02,0.000000e+00,6.043345e-03
-0.6000,0.753982,2.530436e-02,0.000000e+00,1.171876e-02
-0.6000,1.005310,3.443037e-02,0.000000e+00,1.931480e-02
-0.6000,1.256637,4.434801e-02,0.000000e+00,2.997069e-02
-0.6000,1.507964,5.570214e-02,0.000000e+00,4.253197e-02
-0.6000,1.759292,6.896489e-02,0.000000e+00,5.809484e-02
-0.6000,2.010619,8.436631e-02,0.000000e+00,7.542498e-02
-0.6000,2.261947,1.013368e-01,0.000000e+00,9.588409e-02
-0.6000,2.513274,1.185460e-01,0.000000e+00,1.182118e-01
-0.6000,2.764602,1.335461e-01,0.000000e+00,1.440215e-01
-0.6000,3.015929,1.432326e-01,0.000000e+00,1.715987e-01
-0.5600,-3.015929,7.720141e-02,0.000000e+00,2.164557e-01
-0.5600,-2.764602,4.257956e-02,0.000000e+00,1.796567e-01
-0.5600,-2.513274,1.695864e-02,0.000000e+00,1.425547e-01
-0.5600,-2.261947,-6.535851e-04,0.000000e+00,1.092500e-01
-0.5600,-2.010619,-1.172253e-02,0.000000e+00,7.972019e-02
-0.5600,-1.759292,-1.799423e-02,0.000000e+00,5.623654e-02
-0.5600,-1.507964,-2.087480e-02,0.000000e+00,3.749155e-02
-0.5600,-1.256637,-2.144430e-02,0.000000e+00,2.464746e-02
-0.5600,-1.005310,-2.019699e-02,0.000000e+00,1.611907e-02
-0.5600,-0.753982,-1.736302e-02,0.000000e+00,9.734707e-03
-0.5600,-0.502655,-1.290830e-02,0.000000e+00,5.277484e-03
-0.5600,-0.251327,-6.925998e-03,0.000000e+00,2.663706e-03
-0.5600,0.000000,4.393805e-04,0.000000e+00,1.915459e-03
-0.5600,0.251327,8.818348e-03,0.000000e+00,3.746511e-03
-0.5600,0.502655,1.792584e-02,0.000000e+00,7.259177e-03
-0.5600,0.753982,2.754735e-02,0.000000e+00,1.388524e-02
-0.5600,1.005310,3.785679e-02,0.000000e+00,2.271495e-02
-0.5600,1.256637,4.924772e-02,0.000000e+00,3.495147e-02
