# m0=0.7, g2=1.1, eta=1.3; ns=50 staggered sites (101 qubits), PBC
# source: data/w00_vac_ns50_W.npz
# Gaussian-windowed FT, completed-time convention; spread = ptp over window rescalings {0.75, 1.0, 1.5} (systematic)
# vacuum polarization: ridge along q0 = E(q1) is the meson dispersion
q0,q1,ReW00,ImW00,window_spread
0.3800,1.507964,-1.543145e-05,-1.056099e-06,6.540335e-04
0.3800,1.759292,-5.226459e-05,-2.803194e-06,5.349659e-04
0.3800,2.010619,-1.025589e-04,-4.750670e-06,2.902087e-04
0.3800,2.261947,-1.848894e-04,-6.685282e-06,1.914944e-04
0.3800,2.513274,-2.815075e-04,-8.387642e-06,7.871023e-04
0.3800,2.764602,-4.075951e-04,-9.661053e-06,1.565012e-03
0.3800,3.015929,-5.368959e-04,-1.035721e-05,2.332763e-03
0.4200,0.000000,1.891116e-06,-1.286475e-19,2.480242e-05
0.4200,0.251327,8.961332e-07,7.712325e-07,4.921576e-05
0.4200,0.502655,7.615359e-06,1.333008e-06,1.810189e-04
0.4200,0.753982,9.820692e-06,1.508624e-06,3.366977e-04
0.4200,1.005310,1.820801e-05,1.181370e-06,5.600185e-04
0.4200,1.256637,1.656581e-05,3.119574e-07,7.380379e-04
0.4200,1.507964,1.281836e-05,-1.056099e-06,8.931985e-04
0.4200,1.759292,-1.244893e-05,-2.803194e-06,8.911116e-04
0.4200,2.010619,-5.019057e-05,-4.750670e-06,7.641130e-04
0.4200,2.261947,-1.189561e-04,-6.685282e-06,3.956145e-04
0.4200,2.513274,-2.032366e-04,-8.387642e-06,1.239466e-04
0.4200,2.764602,-3.182556e-04,-9.661053e-06,8.564541e-04
0.4200,3.015929,-4.400100e-04,-1.035721e-05,1.640082e-03
0.4600,0.000000,1.838144e-06,8.104310e-19,2.216644e-05
0.4600,0.251327,2.320268e-06,7.712325e-07,4.954908e-05
0.4600,0.502655,1.048297e-05,1.333008e-06,1.811124e-04
0.4600,0.753982,1.536921e-05,1.508624e-06,3.506488e-04
0.4600,1.005310,2.745254e-05,1.181370e-06,6.019005e-04
0.4600,1.256637,3.197831e-05,3.119574e-07,8.399899e-04
0.4600,1.507964,3.638616e-05,-1.056099e-06,1.080927e-03
0.4600,1.759292,2.222658e-05,-2.803194e-06,1.197679e-03
0.4600,2.010619,-2.812326e-06,-4.750670e-06,1.201294e-03
0.4600,2.261947,-5.707045e-05,-6.685282e-06,9.712084e-04
0.4600,2.513274,-1.272658e-04,-8.387642e-06,5.695902e-04
0.4600,2.764602,-2.287002e-04,-9.661053e-06,8.106205e-05
0.4600,3.015929,-3.398462e-04,-1.035721e-05,8.236000e-04
0.5000,0.000000,1.631083e-06,2.594477e-18,1.916610e-05
0.5000,0.251327,3.384361e-06,7.712325e-07,4.794101e-05
0.5000,0.502655,1.244486e-05,1.333008e-06,1.695031e-04
0.5000,0.753982,1.916038e-05,1.508624e-06,3.409965e-04
0.5000,1.005310,3.382671e-05,1.181370e-06,6.051629e-04
0.5000,1.256637,4.327909e-05,3.119574e-07,8.880185e-04
0.5000,1.507964,5.464017e-05,-1.056099e-06,1.202480e-03
0.5000,1.759292,5.067352e-05,-2.803194e-06,1.432416e-03
0.5000,2.010619,3.793586e-05,-4.750670e-06,1.571435e-03
